machine_id,timestamp,temperature,vibration,pressure,current,voltage,energy_kwh,production_count,quality_score,operating_status,failure_risk,is_weekend,hour,temp_rolling_mean,vib_rolling_mean,temp_rate,vib_rate,energy_efficiency
M-010,2026-07-26 10:00:00,0.0,0.0,0.0,0.0,226.59,0.0,47,0.0,ERROR,0,1,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-26 12:00:00,0.0,0.0,0.0,0.0,225.54,0.0,47,0.0,ERROR,0,1,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-26 14:00:00,0.0,0.0,0.0,0.0,220.6,0.0,47,0.0,ERROR,0,1,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-26 16:00:00,0.0,0.0,0.0,0.0,225.74,0.0,47,0.0,ERROR,0,1,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-26 18:00:00,0.0,0.0,0.0,0.0,222.96,0.0,47,0.0,ERROR,0,1,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-27 08:00:00,0.0,0.0,0.0,0.0,224.16,0.0,94,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-27 10:00:00,0.0,0.0,0.0,0.0,221.02,0.0,94,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-27 12:00:00,0.0,0.0,0.0,0.0,226.7,0.0,94,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-27 14:00:00,0.0,0.0,0.0,0.0,224.99,0.0,94,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-27 16:00:00,0.0,0.0,0.0,0.0,220.69,0.0,94,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-27 18:00:00,0.0,0.0,0.0,0.0,226.83,0.0,94,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-28 08:00:00,0.0,0.0,0.0,0.0,227.7,0.0,94,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-28 10:00:00,0.0,0.0,0.0,0.0,223.11,0.0,94,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-28 12:00:00,0.0,0.0,0.0,0.0,224.97,0.0,94,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-28 14:00:00,0.0,0.0,0.0,0.0,222.63,0.0,94,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-28 16:00:00,0.0,0.0,0.0,0.0,224.67,0.0,94,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-28 18:00:00,0.0,0.0,0.0,0.0,228.24,0.0,94,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-29 08:00:00,0.0,0.0,0.0,0.0,222.64,0.0,94,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-29 10:00:00,0.0,0.0,0.0,0.0,222.39,0.0,94,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-29 12:00:00,0.0,0.0,0.0,0.0,225.98,0.0,94,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-29 14:00:00,0.0,0.0,0.0,0.0,223.16,0.0,94,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-29 16:00:00,0.0,0.0,0.0,0.0,223.66,0.0,94,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-29 18:00:00,0.0,0.0,0.0,0.0,225.39,0.0,94,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-30 08:00:00,0.0,0.0,0.0,0.0,221.04,0.0,94,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-30 10:00:00,0.0,0.0,0.0,0.0,225.68,0.0,94,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-30 12:00:00,0.0,0.0,0.0,0.0,219.65,0.0,94,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-30 14:00:00,0.0,0.0,0.0,0.0,225.8,0.0,94,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-30 16:00:00,0.0,0.0,0.0,0.0,225.06,0.0,94,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-30 18:00:00,0.0,0.0,0.0,0.0,224.75,0.0,94,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-31 08:00:00,0.0,0.0,0.0,0.0,223.8,0.0,93,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-31 10:00:00,0.0,0.0,0.0,0.0,223.84,0.0,93,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-31 12:00:00,0.0,0.0,0.0,0.0,223.92,0.0,93,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-31 14:00:00,0.0,0.0,0.0,0.0,220.95,0.0,93,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-31 16:00:00,0.0,0.0,0.0,0.0,223.88,0.0,93,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-07-31 18:00:00,0.0,0.0,0.0,0.0,226.67,0.0,93,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-01 08:00:00,0.0,0.0,0.0,0.0,226.59,0.0,46,0.0,ERROR,0,1,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-01 10:00:00,0.0,0.0,0.0,0.0,225.23,0.0,46,0.0,ERROR,0,1,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-01 12:00:00,0.0,0.0,0.0,0.0,222.7,0.0,46,0.0,ERROR,0,1,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-01 14:00:00,0.0,0.0,0.0,0.0,224.12,0.0,46,0.0,ERROR,0,1,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-01 16:00:00,0.0,0.0,0.0,0.0,220.35,0.0,46,0.0,ERROR,0,1,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-01 18:00:00,0.0,0.0,0.0,0.0,221.43,0.0,46,0.0,ERROR,0,1,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-02 08:00:00,0.0,0.0,0.0,0.0,226.54,0.0,46,0.0,ERROR,0,1,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-02 10:00:00,0.0,0.0,0.0,0.0,222.61,0.0,46,0.0,ERROR,0,1,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-02 12:00:00,0.0,0.0,0.0,0.0,223.32,0.0,46,0.0,ERROR,0,1,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-02 14:00:00,0.0,0.0,0.0,0.0,221.28,0.0,46,0.0,ERROR,0,1,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-02 16:00:00,0.0,0.0,0.0,0.0,223.62,0.0,46,0.0,ERROR,0,1,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-02 18:00:00,0.0,0.0,0.0,0.0,222.25,0.0,46,0.0,ERROR,0,1,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-03 08:00:00,0.0,0.0,0.0,0.0,227.12,0.0,93,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-03 10:00:00,0.0,0.0,0.0,0.0,222.53,0.0,93,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-03 12:00:00,0.0,0.0,0.0,0.0,221.91,0.0,93,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-03 14:00:00,0.0,0.0,0.0,0.0,226.1,0.0,93,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-03 16:00:00,0.0,0.0,0.0,0.0,223.08,0.0,93,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-03 18:00:00,0.0,0.0,0.0,0.0,223.65,0.0,93,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-04 08:00:00,0.0,0.0,0.0,0.0,224.52,0.0,93,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-04 10:00:00,0.0,0.0,0.0,0.0,221.64,0.0,93,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-04 12:00:00,0.0,0.0,0.0,0.0,228.04,0.0,93,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-04 14:00:00,0.0,0.0,0.0,0.0,230.06,0.0,93,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-04 16:00:00,0.0,0.0,0.0,0.0,220.05,0.0,93,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-04 18:00:00,0.0,0.0,0.0,0.0,225.42,0.0,93,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-05 08:00:00,0.0,0.0,0.0,0.0,225.9,0.0,93,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-05 10:00:00,0.0,0.0,0.0,0.0,224.73,0.0,93,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-05 12:00:00,0.0,0.0,0.0,0.0,218.26,0.0,93,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-05 14:00:00,0.0,0.0,0.0,0.0,223.85,0.0,93,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-05 16:00:00,0.0,0.0,0.0,0.0,225.08,0.0,93,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-05 18:00:00,0.0,0.0,0.0,0.0,223.69,0.0,93,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-06 08:00:00,0.0,0.0,0.0,0.0,226.23,0.0,93,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-06 10:00:00,0.0,0.0,0.0,0.0,224.8,0.0,93,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-06 12:00:00,0.0,0.0,0.0,0.0,227.63,0.0,93,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-06 14:00:00,0.0,0.0,0.0,0.0,220.97,0.0,93,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-06 16:00:00,0.0,0.0,0.0,0.0,226.62,0.0,93,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-06 18:00:00,0.0,0.0,0.0,0.0,224.09,0.0,93,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-07 08:00:00,0.0,0.0,0.0,0.0,226.04,0.0,93,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-07 10:00:00,0.0,0.0,0.0,0.0,224.59,0.0,93,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-07 12:00:00,0.0,0.0,0.0,0.0,226.49,0.0,93,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-07 14:00:00,0.0,0.0,0.0,0.0,225.49,0.0,93,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-07 16:00:00,0.0,0.0,0.0,0.0,221.07,0.0,93,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-07 18:00:00,0.0,0.0,0.0,0.0,218.77,0.0,93,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-08 08:00:00,0.0,0.0,0.0,0.0,224.6,0.0,46,0.0,ERROR,0,1,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-08 10:00:00,0.0,0.0,0.0,0.0,221.81,0.0,46,0.0,ERROR,0,1,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-08 12:00:00,0.0,0.0,0.0,0.0,223.08,0.0,46,0.0,ERROR,0,1,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-08 14:00:00,0.0,0.0,0.0,0.0,223.34,0.0,46,0.0,ERROR,0,1,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-08 16:00:00,0.0,0.0,0.0,0.0,224.11,0.0,46,0.0,ERROR,0,1,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-08 18:00:00,0.0,0.0,0.0,0.0,222.2,0.0,46,0.0,ERROR,0,1,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-09 08:00:00,0.0,0.0,0.0,0.0,226.05,0.0,46,0.0,ERROR,0,1,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-09 10:00:00,0.0,0.0,0.0,0.0,221.59,0.0,46,0.0,ERROR,0,1,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-09 12:00:00,0.0,0.0,0.0,0.0,222.64,0.0,46,0.0,ERROR,0,1,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-09 14:00:00,0.0,0.0,0.0,0.0,222.59,0.0,46,0.0,ERROR,0,1,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-09 16:00:00,0.0,0.0,0.0,0.0,224.67,0.0,46,0.0,ERROR,0,1,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-09 18:00:00,0.0,0.0,0.0,0.0,224.6,0.0,46,0.0,ERROR,0,1,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-10 08:00:00,0.0,0.0,0.0,0.0,218.82,0.0,93,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-10 10:00:00,0.0,0.0,0.0,0.0,223.76,0.0,93,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-10 12:00:00,0.0,0.0,0.0,0.0,227.27,0.0,93,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-10 14:00:00,0.0,0.0,0.0,0.0,223.82,0.0,93,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-10 16:00:00,0.0,0.0,0.0,0.0,226.67,0.0,93,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-10 18:00:00,0.0,0.0,0.0,0.0,221.15,0.0,93,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-11 08:00:00,0.0,0.0,0.0,0.0,220.91,0.0,93,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-11 10:00:00,0.0,0.0,0.0,0.0,223.04,0.0,93,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-11 12:00:00,0.0,0.0,0.0,0.0,222.94,0.0,93,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-11 14:00:00,0.0,0.0,0.0,0.0,222.43,0.0,93,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-11 16:00:00,0.0,0.0,0.0,0.0,219.89,0.0,93,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-11 18:00:00,0.0,0.0,0.0,0.0,220.03,0.0,93,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-12 08:00:00,0.0,0.0,0.0,0.0,226.58,0.0,93,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-12 10:00:00,0.0,0.0,0.0,0.0,220.0,0.0,93,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-12 12:00:00,0.0,0.0,0.0,0.0,223.51,0.0,93,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-12 14:00:00,0.0,0.0,0.0,0.0,220.59,0.0,93,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-12 16:00:00,0.0,0.0,0.0,0.0,219.86,0.0,93,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-12 18:00:00,0.0,0.0,0.0,0.0,226.96,0.0,93,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-13 08:00:00,0.0,0.0,0.0,0.0,223.77,0.0,93,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-13 10:00:00,0.0,0.0,0.0,0.0,223.38,0.0,93,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-13 12:00:00,0.0,0.0,0.0,0.0,224.29,0.0,93,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-13 14:00:00,0.0,0.0,0.0,0.0,225.05,0.0,93,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-13 16:00:00,0.0,0.0,0.0,0.0,223.7,0.0,93,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-13 18:00:00,0.0,0.0,0.0,0.0,223.42,0.0,93,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-14 08:00:00,0.0,0.0,0.0,0.0,222.6,0.0,93,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-14 10:00:00,0.0,0.0,0.0,0.0,220.84,0.0,93,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-14 12:00:00,0.0,0.0,0.0,0.0,226.03,0.0,93,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-14 14:00:00,0.0,0.0,0.0,0.0,220.73,0.0,93,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-14 16:00:00,0.0,0.0,0.0,0.0,225.22,0.0,93,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-14 18:00:00,0.0,0.0,0.0,0.0,222.3,0.0,93,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-15 08:00:00,0.0,0.0,0.0,0.0,217.88,0.0,46,0.0,ERROR,0,1,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-15 10:00:00,0.0,0.0,0.0,0.0,220.39,0.0,46,0.0,ERROR,0,1,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-15 12:00:00,0.0,0.0,0.0,0.0,220.68,0.0,46,0.0,ERROR,0,1,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-15 14:00:00,0.0,0.0,0.0,0.0,220.63,0.0,46,0.0,ERROR,0,1,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-15 16:00:00,0.0,0.0,0.0,0.0,224.1,0.0,46,0.0,ERROR,0,1,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-15 18:00:00,0.0,0.0,0.0,0.0,222.83,0.0,46,0.0,ERROR,0,1,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-16 08:00:00,0.0,0.0,0.0,0.0,225.76,0.0,46,0.0,ERROR,0,1,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-16 10:00:00,0.0,0.0,0.0,0.0,224.53,0.0,46,0.0,ERROR,0,1,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-16 12:00:00,0.0,0.0,0.0,0.0,223.26,0.0,46,0.0,ERROR,0,1,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-16 14:00:00,0.0,0.0,0.0,0.0,226.76,0.0,46,0.0,ERROR,0,1,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-16 16:00:00,0.0,0.0,0.0,0.0,219.65,0.0,46,0.0,ERROR,0,1,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-16 18:00:00,0.0,0.0,0.0,0.0,222.4,0.0,46,0.0,ERROR,0,1,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-17 08:00:00,0.0,0.0,0.0,0.0,219.89,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-17 10:00:00,0.0,0.0,0.0,0.0,226.82,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-17 12:00:00,0.0,0.0,0.0,0.0,222.01,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-17 14:00:00,0.0,0.0,0.0,0.0,225.09,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-17 16:00:00,0.0,0.0,0.0,0.0,225.24,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-17 18:00:00,0.0,0.0,0.0,0.0,221.34,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-18 08:00:00,0.0,0.0,0.0,0.0,223.85,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-18 10:00:00,0.0,0.0,0.0,0.0,219.62,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-18 12:00:00,0.0,0.0,0.0,0.0,226.34,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-18 14:00:00,0.0,0.0,0.0,0.0,225.08,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-18 16:00:00,0.0,0.0,0.0,0.0,223.79,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-18 18:00:00,0.0,0.0,0.0,0.0,226.33,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-19 08:00:00,0.0,0.0,0.0,0.0,221.52,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-19 10:00:00,0.0,0.0,0.0,0.0,223.66,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-19 12:00:00,0.0,0.0,0.0,0.0,220.58,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-19 14:00:00,0.0,0.0,0.0,0.0,225.44,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-19 16:00:00,0.0,0.0,0.0,0.0,218.77,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-19 18:00:00,0.0,0.0,0.0,0.0,220.5,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-20 08:00:00,0.0,0.0,0.0,0.0,225.96,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-20 10:00:00,0.0,0.0,0.0,0.0,226.06,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-20 12:00:00,0.0,0.0,0.0,0.0,224.34,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-20 14:00:00,0.0,0.0,0.0,0.0,225.43,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-20 16:00:00,0.0,0.0,0.0,0.0,223.5,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-20 18:00:00,0.0,0.0,0.0,0.0,221.22,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-21 08:00:00,0.0,0.0,0.0,0.0,224.07,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-21 10:00:00,0.0,0.0,0.0,0.0,225.36,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-21 12:00:00,0.0,0.0,0.0,0.0,222.28,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-21 14:00:00,0.0,0.0,0.0,0.0,225.54,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-21 16:00:00,0.0,0.0,0.0,0.0,222.41,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-21 18:00:00,0.0,0.0,0.0,0.0,218.06,0.0,92,0.0,ERROR,0,0,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-22 08:00:00,0.0,0.0,0.0,0.0,222.08,0.0,46,0.0,ERROR,0,1,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-22 10:00:00,0.0,0.0,0.0,0.0,219.46,0.0,46,0.0,ERROR,0,1,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-22 12:00:00,0.0,0.0,0.0,0.0,224.6,0.0,46,0.0,ERROR,0,1,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-22 14:00:00,0.0,0.0,0.0,0.0,223.0,0.0,46,0.0,ERROR,0,1,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-22 16:00:00,0.0,0.0,0.0,0.0,225.74,0.0,46,0.0,ERROR,0,1,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-22 18:00:00,0.0,0.0,0.0,0.0,221.07,0.0,46,0.0,ERROR,0,1,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-23 08:00:00,0.0,0.0,0.0,0.0,225.29,0.0,46,0.0,ERROR,0,1,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-23 10:00:00,0.0,0.0,0.0,0.0,223.75,0.0,46,0.0,ERROR,0,1,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-23 12:00:00,0.0,0.0,0.0,0.0,224.69,0.0,46,0.0,ERROR,0,1,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-23 14:00:00,0.0,0.0,0.0,0.0,222.38,0.0,46,0.0,ERROR,0,1,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-23 16:00:00,0.0,0.0,0.0,0.0,223.28,0.0,46,0.0,ERROR,0,1,16,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-23 18:00:00,0.0,0.0,0.0,0.0,223.93,0.0,46,0.0,ERROR,0,1,18,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-24 08:00:00,0.0,0.0,0.0,0.0,223.87,0.0,92,0.0,ERROR,0,0,8,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-24 10:00:00,0.0,0.0,0.0,0.0,226.02,0.0,92,0.0,ERROR,0,0,10,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-24 12:00:00,0.0,0.0,0.0,0.0,223.13,0.0,92,0.0,ERROR,0,0,12,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-24 14:00:00,0.0,0.0,0.0,0.0,224.24,0.0,92,0.0,ERROR,0,0,14,0.0,0.0,0.0,0.0,0.0
M-010,2026-08-24 16:00:00,0.0,0.0,0.0,0.0,225.35,0.0,92,0.0,ERROR,0,0,16,0.0,0.0,0.0,0.0,0.0
